#lamb flux
1000.0 6.606603821478378e+40
1010.01001001001 6.527082171736175e+40
1020.0200200200201 6.447071034027689e+40
1030.03003003003 6.366691285744684e+40
1040.0400400400401 6.286055575554153e+40
1050.05005005005 6.205268741948507e+40
1060.06006006006 6.124428218783797e+40
1070.07007007007 6.043624427177562e+40
1080.08008008008 5.962941153330032e+40
1090.0900900900901 5.882455911996496e+40
1100.1001001001 5.802240295478169e+40
1110.11011011011 5.722360308117203e+40
1120.1201201201202 5.64287668638053e+40
1130.13013013013 5.563845204700029e+40
1140.1401401401401 5.485316967304511e+40
1150.1501501501502 5.407338686334838e+40
1160.16016016016 5.32995294657789e+40
1170.1701701701702 5.253198457190455e+40
1180.1801801801803 5.177110290810985e+40
1190.1901901901902 5.101720110477069e+40
1200.2002002002002 5.027056384780397e+40
1210.2102102102103 4.953144591699735e+40
1220.2202202202202 4.880007411556687e+40
1230.2302302302303 4.807664909539758e+40
1240.2402402402402 4.736134708239793e+40
1250.2502502502502 4.665430402278118e+40
1260.2602602602603 4.595560173794995e+40
1270.2702702702702 4.526526547083096e+40
1280.2802802802803 4.45834003386094e+40
1290.2902902902902 4.391009380616571e+40
1300.3003003003003 4.324541690917184e+40
1310.3103103103103 4.258942540741669e+40
1320.3203203203202 4.1942160871730596e+40
1330.3303303303303 4.1303651707776494e+40
1340.3403403403404 4.0673914119860304e+40
1350.3503503503503 4.005295301780174e+40
1360.3603603603603 3.9440762869790573e+40
1370.3703703703704 3.883732850403781e+40
1380.3803803803803 3.824262586191637e+40
1390.3903903903904 3.7656622705170775e+40
1400.4004004004005 3.7079279279663514e+40
1410.4104104104103 3.651054893801466e+40
1420.4204204204204 3.5950378723383045e+40
1430.4304304304305 3.5398709916532408e+40
1440.4404404404404 3.485547854822305e+40
1450.4504504504505 3.432061587887055e+40
1460.4604604604606 3.3794048847317262e+40
1470.4704704704704 3.3275700490469345e+40
1480.4804804804805 3.276549033546375e+40
1490.4904904904906 3.226333476594351e+40
1500.5005005005005 3.1769147363937387e+40
1510.5105105105106 3.128283922876196e+40
1520.5205205205207 3.08043192742884e+40
1530.5305305305305 3.033349450584451e+40
1540.5405405405404 2.987027027795392e+40
1550.5505505505505 2.9414550534049354e+40
1560.5605605605606 2.8966238029233897e+40
1570.5705705705705 2.8525234537105814e+40
1580.5805805805805 2.809144104160604e+40
1590.5905905905906 2.766475791479396e+40
1600.6006006006005 2.724508508140701e+40
1610.6106106106106 2.683232217101215e+40
1620.6206206206207 2.642636865851177e+40
1630.6306306306305 2.6027123993725124e+40
1640.6406406406406 2.563448772072586e+40
1650.6506506506507 2.5248359587580617e+40
1660.6606606606606 2.4868639647097785e+40
1670.6706706706707 2.4495228349164843e+40
1680.6806806806808 2.4128026625223766e+40
1690.6906906906906 2.3766935965407365e+40
1700.7007007007007 2.341185894196211e+40
1710.7107107107108 2.306270015496313e+40
1720.7207207207207 2.271936290196348e+40
1730.7307307307308 2.238175107852549e+40
1740.7407407407409 2.20497694804146e+40
1750.7507507507507 2.172332384259845e+40
1760.7607607607606 2.1402320874417545e+40
1770.770770770771 2.108666829134839e+40
1780.7807807807808 2.0776274843794176e+40
1790.7907907907907 2.047105034335793e+40
1800.8008008008007 2.017090568708007e+40
1810.8108108108108 1.9875752880157675e+40
1820.8208208208207 1.958550505770488e+40
1830.8308308308308 1.9300076506165698e+40
1840.8408408408409 1.9019382685047595e+40
1850.8508508508507 1.8743340249708587e+40
1860.8608608608608 1.8471867075996786e+40
1870.870870870871 1.8204882287606023e+40
1880.8808808808808 1.794230628706618e+40
1890.890890890891 1.7684060791322098e+40
1900.900900900901 1.7430068872855656e+40
1910.9109109109108 1.718025500725078e+40
1920.920920920921 1.693454512796715e+40
