#lamb flux
1000.0 2.3866315139069115e+33
1416.6666666666667 7.671246872622721e+35
1833.3333333333335 1.2475625050972408e+37
2250.0 5.772346346468389e+37
2666.666666666667 1.6397101404184295e+38
3083.3333333333335 3.0378571641701918e+38
3500.0 4.081461552672988e+38
3916.666666666667 4.844646961170855e+38
4333.333333333334 5.282802417862402e+38
4750.0 5.460890130354004e+38
5166.666666666667 5.437300124146125e+38
5583.333333333334 5.2632412867428916e+38
6000.0 4.989036841574087e+38
6416.666666666667 4.659292520150363e+38
6833.333333333334 4.30788875752995e+38
7250.0 3.957108904729835e+38
7666.666666666667 3.619698420469802e+38
8083.333333333334 3.301792770630478e+38
8500.0 3.005504116946439e+38
8916.666666666668 2.7307828884744856e+38
9333.333333333334 2.477550978033614e+38
9750.0 2.2473185820951122e+38
10166.666666666668 2.0390306345205805e+38
10583.333333333334 1.851126078875709e+38
11000.0 1.6819154111513022e+38
